"Station Name","Date (Local Standard Time)","Precip. (mm)","Air Temp. Inst. (°C)","Air Temp. Max. (°C)","Air Temp. Min. (°C)","Humidity Inst. (%)","Humidity Avg. (%)","Wind Speed 2 m Avg. (km/h)"
"Keoma AGCM","2019/01/28 12:00:00",0,-2.737,-2.694,-3.371,48.18,57.03,16.23
"Keoma AGCM","2019/01/28 13:00:00",0,-2.298,-2.274,-2.753,57.45,56.42,17.08
"Keoma AGCM","2019/01/28 14:00:00",0,-1.515,-1.404,-2.342,49.5,53.92,17.65
"Keoma AGCM","2019/01/28 15:00:00",0,-1.236,-1.008,-1.515,48.3,50.48,18.66
"Keoma AGCM","2019/01/28 16:00:00",0,-1.638,-1.132,-1.638,53.12,50.87,20.25
"Keoma AGCM","2019/01/28 17:00:00",0,-2.937,-1.638,-2.937,60.41,57.41,16.63
"Keoma AGCM","2019/01/28 18:00:00",0,-5.671,-2.937,-5.671,72.79,66.2,10.01
"Keoma AGCM","2019/01/28 19:00:00",0.1,-8.49,-5.662,-8.51,83.3,76.28,7.671
"Keoma AGCM","2019/01/28 20:00:00",0,-8.48,-7.763,-8.5,83.5,82.9,8.09
"Keoma AGCM","2019/01/28 21:00:00",0,-9.09,-8.48,-9.75,85.7,86,6.818
"Keoma AGCM","2019/01/28 22:00:00",0,-10.32,-9.09,-10.61,88.9,86.7,4.935
"Keoma AGCM","2019/01/28 23:00:00",0,-8.86,-8.86,-10.33,85.6,87.7,4.552
"Keoma AGCM",2019/01/29,0,-9.51,-8.82,-9.56,86.7,85.9,3.147
"Keoma AGCM","2019/01/29 01:00:00",0,-11.55,-9.51,-11.63,89.6,87.3,4.962
"Keoma AGCM","2019/01/29 02:00:00",0,-12.28,-11.53,-12.28,89,89,3.575
"Keoma AGCM","2019/01/29 03:00:00",0,-12.97,-12.28,-13.07,88.7,88.7,5.575
"Keoma AGCM","2019/01/29 04:00:00",0,-13.5,-12.92,-13.6,89.6,88.6,4.342
"Keoma AGCM","2019/01/29 05:00:00",0,-14.14,-13.5,-14.14,89.1,89.2,5.272
"Keoma AGCM","2019/01/29 06:00:00",0,-14.04,-14.04,-14.43,89.1,89,4.807
"Keoma AGCM","2019/01/29 07:00:00",0,-13.99,-13.98,-14.23,88.5,88.5,6.457
"Keoma AGCM","2019/01/29 08:00:00",0,-13.91,-13.82,-14.14,87.9,88.1,9.08
"Keoma AGCM","2019/01/29 09:00:00",0,-13.22,-13.22,-14.12,84.9,86.9,8.22
"Keoma AGCM","2019/01/29 10:00:00",0,-10.7,-10.7,-13.22,83.1,83.9,10.07
"Keoma AGCM","2019/01/29 11:00:00",0,-8.04,-8.04,-10.7,79.06,81,13.33
"Keoma AGCM","2019/01/29 12:00:00",0,-7.229,-7.098,-8.05,75.97,77.22,16.43
"Keoma AGCM","2019/01/29 13:00:00",0,-6.069,-6.069,-7.229,73.97,74.74,15.82
"Keoma AGCM","2019/01/29 14:00:00",0,-4.721,-4.665,-6.069,66.75,69.77,16.51
"Keoma AGCM","2019/01/29 15:00:00",0,-3.033,-3.033,-4.721,64.42,65.96,13.67
"Keoma AGCM","2019/01/29 16:00:00",0,-3.336,-2.907,-3.378,66.17,65.87,13.88
"Keoma AGCM","2019/01/29 17:00:00",0,-4.833,-3.303,-4.833,74.11,70.15,12.32
"Keoma AGCM","2019/01/29 18:00:00",0,-8.24,-4.833,-8.24,84.3,81.1,8.42
"Keoma AGCM","2019/01/29 19:00:00",0,-8.92,-6.85,-8.92,86.4,84.6,7.759
"Keoma AGCM","2019/01/29 20:00:00",0.1,-10.2,-8.87,-10.24,88.9,87.6,8.82
"Keoma AGCM","2019/01/29 21:00:00",0,-10.82,-9.94,-10.82,88.6,88.5,7.919
"Keoma AGCM","2019/01/29 22:00:00",0,-10.4,-10.15,-11.17,87.5,88.5,7.298
"Keoma AGCM","2019/01/29 23:00:00",0,-11.24,-10.4,-11.28,86.4,87.9,6.682
"Keoma AGCM",2019/01/30,0,-10.65,-10.59,-11.31,83.9,83.9,6.09
"Keoma AGCM","2019/01/30 01:00:00",0,-8.51,-8.41,-10.65,76.17,80.4,5.981
"Keoma AGCM","2019/01/30 02:00:00",0,-9.48,-8.41,-9.5,80.2,77.9,7.664
"Keoma AGCM","2019/01/30 03:00:00",0,-8.85,-6.689,-9.48,77.7,75.24,7.384
"Keoma AGCM","2019/01/30 04:00:00",0,-9.58,-8.03,-9.58,79.28,77.05,5.593
"Keoma AGCM","2019/01/30 05:00:00",0,-7.757,-7.757,-9.99,80.5,82,6.673
"Keoma AGCM","2019/01/30 06:00:00",0,-4.166,-4.019,-7.757,71.73,73.79,7.57
"Keoma AGCM","2019/01/30 07:00:00",0,-4.554,-4.133,-4.765,77.87,74.98,6.121
"Keoma AGCM","2019/01/30 08:00:00",0,-4.676,-4.483,-5.13,79.46,79.48,5.967
"Keoma AGCM","2019/01/30 09:00:00",0,-4.849,-4.389,-5.214,78.37,78.41,7.408
"Keoma AGCM","2019/01/30 10:00:00",0,-2.307,-2.172,-4.849,72.13,71.81,9.35
"Keoma AGCM","2019/01/30 11:00:00",0,-0.905,-0.905,-2.333,73.21,73.84,6.29
"Keoma AGCM","2019/01/30 12:00:00",0,0.817,0.884,-0.905,61.79,62.71,2.991
"Keoma AGCM","2019/01/30 13:00:00",0,1.346,1.346,0.817,62.29,62.16,5.725
"Keoma AGCM","2019/01/30 14:00:00",0,3.726,3.726,1.346,55.02,57.37,3.693
"Keoma AGCM","2019/01/30 15:00:00",0,3.165,5.179,3.165,59.31,54.8,5.603
"Keoma AGCM","2019/01/30 16:00:00",0,2.757,4.069,2.757,70.71,60.83,11.18
"Keoma AGCM","2019/01/30 17:00:00",0,2.043,2.757,2.043,68.65,68.7,5.698
"Keoma AGCM","2019/01/30 18:00:00",0,0.706,2.198,0.706,78.82,74.14,5.153
"Keoma AGCM","2019/01/30 19:00:00",0,1.295,1.295,0.391,72.63,76.07,3.793
"Keoma AGCM","2019/01/30 20:00:00",0,0.018,1.645,0.003,80.1,74.68,5.862
"Keoma AGCM","2019/01/30 21:00:00",0,0.608,0.608,-0.253,74.92,79.38,7.07
"Keoma AGCM","2019/01/30 22:00:00",0,0.388,0.698,0.137,76.71,76.63,6.435
"Keoma AGCM","2019/01/30 23:00:00",0,-0.482,0.486,-0.484,81.5,77.8,6.972
"Keoma AGCM",2019/01/31,0,-0.318,0.109,-0.49,73.33,76.76,8.26
"Keoma AGCM","2019/01/31 01:00:00",0,-2.294,-0.318,-2.611,83.2,78.66,7.622
"Keoma AGCM","2019/01/31 02:00:00",0,-3.527,-1.976,-3.527,84.2,83.5,5.468
"Keoma AGCM","2019/01/31 03:00:00",0,-5.26,-3.354,-5.28,91.3,89.3,5.603
"Keoma AGCM","2019/01/31 04:00:00",0,-6.168,-5.26,-6.681,91.8,91.8,5.487
"Keoma AGCM","2019/01/31 05:00:00",0,-6.263,-6.168,-6.696,90.8,91.8,7.043
"Keoma AGCM","2019/01/31 06:00:00",0,-6.054,-6.027,-6.419,91.1,90.5,7.017
"Keoma AGCM","2019/01/31 07:00:00",0,-4.686,-4.686,-6.054,88.4,88.4,8.65
"Keoma AGCM","2019/01/31 08:00:00",0,-4.434,-4.433,-5.064,85.5,87.3,8.88
"Keoma AGCM","2019/01/31 09:00:00",0,-4.708,-4.43,-5.176,88,86.6,5.515
"Keoma AGCM","2019/01/31 10:00:00",0,0.872,0.872,-4.708,74.61,81.4,5.527
"Keoma AGCM","2019/01/31 11:00:00",0,3.808,3.808,0.743,63.64,71.73,5.798
"Keoma AGCM","2019/01/31 12:00:00",0,5.568,5.584,3.548,59.46,61.99,9.46
"Keoma AGCM","2019/01/31 13:00:00",0,8.4,8.47,5.568,50.81,54.02,8.75
"Keoma AGCM","2019/01/31 14:00:00",0,3.199,8.4,2.937,71.14,67.61,17.79
"Keoma AGCM","2019/01/31 15:00:00",0,2.457,3.199,2.367,72.54,71.42,10.12
"Keoma AGCM","2019/01/31 16:00:00",0,1.796,2.5,1.725,72.84,73.58,9.97
"Keoma AGCM","2019/01/31 17:00:00",0,0.837,1.796,0.837,80.3,76.87,12.06
"Keoma AGCM","2019/01/31 18:00:00",0,-1.068,0.837,-1.123,89.2,84.9,7.663
"Keoma AGCM","2019/01/31 19:00:00",0,-1.981,-1.068,-2.001,93.4,92,9.64
"Keoma AGCM","2019/01/31 20:00:00",0,-3.161,-1.981,-3.561,94.2,94.1,6.147
"Keoma AGCM","2019/01/31 21:00:00",0,-4.231,-3.161,-4.296,95.3,94.7,7.148
"Keoma AGCM","2019/01/31 22:00:00",0,-4.627,-4.098,-4.922,96.3,95.6,5.771
"Keoma AGCM","2019/01/31 23:00:00",0,-5.035,-4.579,-5.357,96.6,96.5,5.156
"Keoma AGCM",2019/02/01,0,-4.336,-4.336,-5.065,97.6,97.3,7.675
"Keoma AGCM","2019/02/01 01:00:00",0,-2.986,-2.986,-4.336,98.4,98.1,12.09
"Keoma AGCM","2019/02/01 02:00:00",0,-3.786,-2.937,-3.786,98,98.3,19.05
"Keoma AGCM","2019/02/01 03:00:00",0,-6.739,-3.786,-6.739,96,96.8,23.98
"Keoma AGCM","2019/02/01 04:00:00",0,-8.64,-6.739,-8.64,94.4,95.2,23.88
"Keoma AGCM","2019/02/01 05:00:00",0,-9.9,-8.61,-9.95,93.7,94,22.17
"Keoma AGCM","2019/02/01 06:00:00",0,-11.58,-9.9,-11.58,92.1,92.8,21.3
"Keoma AGCM","2019/02/01 07:00:00",0,-12.55,-11.58,-12.56,91.5,91.9,21.27
"Keoma AGCM","2019/02/01 08:00:00",0,-13.33,-12.54,-13.37,90.9,91.2,19.1
"Keoma AGCM","2019/02/01 09:00:00",0,-13.91,-13.33,-13.95,90.5,90.6,16.04
"Keoma AGCM","2019/02/01 10:00:00",0,-14.12,-13.89,-14.18,90.1,90.3,14.75
"Keoma AGCM","2019/02/01 11:00:00",0,-14.39,-14.03,-14.39,89.8,90.1,13.74
"Keoma AGCM","2019/02/01 12:00:00",0,-14.25,-14,-14.39,89.9,90.1,13.29
"Keoma AGCM","2019/02/01 13:00:00",0,-14.16,-14.06,-14.27,89.9,89.9,10.76
"Keoma AGCM","2019/02/01 14:00:00",0,-14.45,-14.12,-14.57,89.5,89.5,12.25
"Keoma AGCM","2019/02/01 15:00:00",0.1,-14.78,-14.4,-14.79,88.9,89.2,12.44
"Keoma AGCM","2019/02/01 16:00:00",0,-15.02,-14.78,-15.03,88.9,88.9,11.66
"Keoma AGCM","2019/02/01 17:00:00",0,-14.91,-14.83,-15.02,89.1,89.1,11.08
"Keoma AGCM","2019/02/01 18:00:00",0,-15.5,-14.91,-15.5,88.7,88.8,13.66
"Keoma AGCM","2019/02/01 19:00:00",0,-15.98,-15.5,-16.05,88.4,88.6,16.23
"Keoma AGCM","2019/02/01 20:00:00",0,-16.31,-15.98,-16.32,88.1,88.4,15.24
"Keoma AGCM","2019/02/01 21:00:00",0,-16.41,-16.26,-16.51,88.2,88.2,15.32
"Keoma AGCM","2019/02/01 22:00:00",0,-16.54,-16.41,-16.63,88.1,88,15.49
"Keoma AGCM","2019/02/01 23:00:00",0,-16.6,-16.54,-16.7,87.9,87.9,14.65
"Keoma AGCM",2019/02/02,0.1,-16.79,-16.6,-16.79,87.8,87.8,13.2
"Keoma AGCM","2019/02/02 01:00:00",0,-16.84,-16.72,-16.85,87.7,87.7,11.47
"Keoma AGCM","2019/02/02 02:00:00",0,-16.84,-16.55,-16.84,87.6,87.8,9.73
"Keoma AGCM","2019/02/02 03:00:00",0,-17.21,-16.84,-17.21,87.3,87.5,9.43
"Keoma AGCM","2019/02/02 04:00:00",0,-17.38,-17.18,-17.38,87.2,87.3,8.33
"Keoma AGCM","2019/02/02 05:00:00",0,-17.2,-17.2,-17.38,87.5,87.3,7.387
"Keoma AGCM","2019/02/02 06:00:00",0,-17.57,-17.18,-17.57,86.9,87.2,8.46
"Keoma AGCM","2019/02/02 07:00:00",0,-17.71,-17.52,-17.77,87,86.9,8.77
"Keoma AGCM","2019/02/02 08:00:00",0.1,-18.36,-17.69,-18.4,86.3,86.5,10.78
"Keoma AGCM","2019/02/02 09:00:00",0.1,-18.2,-18.2,-18.4,86.6,86.4,12.55
"Keoma AGCM","2019/02/02 10:00:00",0,-18.2,-18.05,-18.2,86.5,86.5,15.25
"Keoma AGCM","2019/02/02 11:00:00",0,-18.83,-18.2,-18.83,85.3,86.1,17.31
"Keoma AGCM","2019/02/02 12:00:00",0,-19.35,-18.83,-19.45,85.1,85.5,22.21
"Keoma AGCM","2019/02/02 13:00:00",0,-19.42,-19.13,-19.42,84.5,84.9,22.99
"Keoma AGCM","2019/02/02 14:00:00",0,-19.89,-19.38,-20.01,83.6,83.6,26.2
"Keoma AGCM","2019/02/02 15:00:00",0,-19.63,-19.57,-19.91,82.9,83.2,24.81
"Keoma AGCM","2019/02/02 16:00:00",0,-20.1,-19.5,-20.19,81.6,82,25.09
"Keoma AGCM","2019/02/02 17:00:00",0.1,-20.24,-20,-20.29,79.92,79.9,22.51
"Keoma AGCM","2019/02/02 18:00:00",0,-21.06,-20.19,-21.06,74.21,77.54,23.44
"Keoma AGCM","2019/02/02 19:00:00",0,-21.06,-20.94,-21.12,74.14,74.55,21.9
"Keoma AGCM","2019/02/02 20:00:00",0,-21.11,-20.91,-21.12,73.6,73.82,19.6
"Keoma AGCM","2019/02/02 21:00:00",0,-21,-20.96,-21.16,75.86,73.85,17.83
"Keoma AGCM","2019/02/02 22:00:00",0,-21.06,-20.94,-21.16,77.39,75.63,15.08
"Keoma AGCM","2019/02/02 23:00:00",0,-21.53,-21.01,-21.53,78.85,77.16,15.38
"Keoma AGCM",2019/02/03,0,-21.91,-21.53,-21.92,77.69,77.94,16.84
"Keoma AGCM","2019/02/03 01:00:00",0,-22.33,-21.85,-22.33,76.59,76.68,18.22
"Keoma AGCM","2019/02/03 02:00:00",0.1,-23.22,-22.27,-23.22,73.38,74.59,19.75
"Keoma AGCM","2019/02/03 03:00:00",0,-23.5,-23.21,-23.58,74.84,73.64,19.24
"Keoma AGCM","2019/02/03 04:00:00",0,-23.97,-23.5,-24.05,73.56,72.91,17.18
"Keoma AGCM","2019/02/03 05:00:00",0,-24.5,-23.95,-24.5,71.69,73.56,18.93
"Keoma AGCM","2019/02/03 06:00:00",0,-24.78,-24.45,-24.82,71.01,71.01,17.12
"Keoma AGCM","2019/02/03 07:00:00",0.1,-25.14,-24.78,-25.14,72.08,71.85,16.81
"Keoma AGCM","2019/02/03 08:00:00",0,-25.71,-25.12,-25.71,73.01,73.11,16.82
"Keoma AGCM","2019/02/03 09:00:00",0,-26.05,-25.67,-26.05,69.68,71.54,17.22
"Keoma AGCM","2019/02/03 10:00:00",0,-26.33,-25.99,-26.39,68.25,70.51,18.75
"Keoma AGCM","2019/02/03 11:00:00",0,-26.29,-26.03,-26.4,71.03,68.85,18.9
"Keoma AGCM","2019/02/03 12:00:00",0,-26.18,-26.13,-26.48,68.88,68.82,19.1
"Keoma AGCM","2019/02/03 13:00:00",0,-25.96,-25.91,-26.28,66.56,67.54,20.05
"Keoma AGCM","2019/02/03 14:00:00",0,-25.88,-25.82,-26.04,64.18,65.31,20.58
"Keoma AGCM","2019/02/03 15:00:00",0,-26.26,-25.88,-26.26,65.64,66.04,20.28
"Keoma AGCM","2019/02/03 16:00:00",0,-26.48,-26.12,-26.49,66.74,67.11,19.01
"Keoma AGCM","2019/02/03 17:00:00",0,-26.67,-26.33,-26.72,66.19,65.24,18.19
"Keoma AGCM","2019/02/03 18:00:00",0,-26.71,-26.63,-26.88,62.52,65.12,15.81
"Keoma AGCM","2019/02/03 19:00:00",0,-26.69,-26.67,-26.88,63.75,63.12,14.27
"Keoma AGCM","2019/02/03 20:00:00",0,-26.75,-26.67,-26.85,63.46,63.04,11.67
"Keoma AGCM","2019/02/03 21:00:00",0,-26.86,-26.58,-26.86,67.36,66.81,10.76
"Keoma AGCM","2019/02/03 22:00:00",0,-26.77,-26.69,-26.9,67.08,67.35,10.57
"Keoma AGCM","2019/02/03 23:00:00",0,-26.77,-26.67,-26.81,66.66,66.61,10.64
"Keoma AGCM",2019/02/04,0,-26.58,-26.58,-26.81,67.36,67.11,10.64
"Keoma AGCM","2019/02/04 01:00:00",0,-26.86,-26.58,-26.89,65.22,65.27,11.37
"Keoma AGCM","2019/02/04 02:00:00",0,-26.85,-26.72,-26.91,65.58,65.58,9.51
"Keoma AGCM","2019/02/04 03:00:00",0,-26.71,-26.61,-26.91,65.55,65.78,7.58
"Keoma AGCM","2019/02/04 04:00:00",0,-26.72,-26.58,-26.72,65.25,65.35,6.881
"Keoma AGCM","2019/02/04 05:00:00",0,-26.64,-26.57,-26.72,64.43,64.95,7.511
"Keoma AGCM","2019/02/04 06:00:00",0,-26.47,-26.47,-26.67,63.76,63.87,4.333
"Keoma AGCM","2019/02/04 07:00:00",0,-26.52,-26.47,-26.61,62.74,62.08,3.816
"Keoma AGCM","2019/02/04 08:00:00",0,-26.33,-26.33,-26.52,66.21,64.96,4.201
"Keoma AGCM","2019/02/04 09:00:00",0,-26.19,-26.09,-26.33,67.45,66.08,4.341
"Keoma AGCM","2019/02/04 10:00:00",0,-25.79,-25.78,-26.21,64.83,66.04,6.11
"Keoma AGCM","2019/02/04 11:00:00",0,-25.35,-25.09,-25.8,63.64,63.56,4.968
"Keoma AGCM","2019/02/04 12:00:00",0,-25.1,-24.94,-25.37,60.74,62.16,5.806
"Keoma AGCM","2019/02/04 13:00:00",0,-25.1,-24.38,-25.22,59.75,60.36,6.593
"Keoma AGCM","2019/02/04 14:00:00",0,-23.2,-22.92,-25.2,53.75,57.31,6.193
"Keoma AGCM","2019/02/04 15:00:00",0,-24.13,-22.33,-24.19,58.25,55.28,4.266
"Keoma AGCM","2019/02/04 16:00:00",0,-23.7,-23.7,-24.54,60.13,59.52,4.849
"Keoma AGCM","2019/02/04 17:00:00",0,-24.82,-23.61,-24.82,60.65,59.84,4.984
"Keoma AGCM","2019/02/04 18:00:00",0,-25.61,-24.76,-25.61,65.34,63.12,4.921
"Keoma AGCM","2019/02/04 19:00:00",0.1,-26.56,-25.61,-26.62,69.83,67.16,4.066
"Keoma AGCM","2019/02/04 20:00:00",0,-26.78,-26.42,-27.04,71.39,70.47,3.822
"Keoma AGCM","2019/02/04 21:00:00",0,-28.27,-26.78,-28.27,73.91,72.51,1.723
"Keoma AGCM","2019/02/04 22:00:00",0.1,-29.74,-28.27,-29.76,73.91,73.76,2.123
"Keoma AGCM","2019/02/04 23:00:00",0,-30.04,-29.62,-30.06,73.68,74.07,2.266
"Keoma AGCM",2019/02/05,0,-29.95,-29.91,-30.4,74.1,73.96,2.671
"Keoma AGCM","2019/02/05 01:00:00",0,-29.81,-29.66,-30.07,74.57,74.11,2.417
"Keoma AGCM","2019/02/05 02:00:00",0,-29.95,-29.52,-30.1,74.36,74.44,1.731
"Keoma AGCM","2019/02/05 03:00:00",0,-30.34,-29.85,-30.54,74.02,73.94,1.936
"Keoma AGCM","2019/02/05 04:00:00",0,-30.78,-30.19,-30.78,73.39,73.89,2.82
"Keoma AGCM","2019/02/05 05:00:00",0,-30.93,-30.63,-30.98,73.36,73.47,2.88
"Keoma AGCM","2019/02/05 06:00:00",0,-31.3,-30.83,-31.37,72.76,72.96,2.968
"Keoma AGCM","2019/02/05 07:00:00",0,-31.06,-30.93,-31.33,73.82,73.29,4.274
"Keoma AGCM","2019/02/05 08:00:00",0,-31.7,-30.7,-31.7,72.04,72.95,5.097
"Keoma AGCM","2019/02/05 09:00:00",0,-28.98,-28.98,-31.88,73.66,72.74,4.426
"Keoma AGCM","2019/02/05 10:00:00",0,-26,-25.93,-28.98,71.6,73.62,8.12
"Keoma AGCM","2019/02/05 11:00:00",0,-23.54,-23.54,-26.01,67.01,68.93,10.42
"Keoma AGCM","2019/02/05 12:00:00",0,-23.14,-22.85,-23.81,65.61,65.74,11.7
"Keoma AGCM","2019/02/05 13:00:00",0,-22.35,-22.34,-23.14,63.31,64.23,14.49
"Keoma AGCM","2019/02/05 14:00:00",0,-21.13,-21.13,-22.35,61.34,62.95,15.17
"Keoma AGCM","2019/02/05 15:00:00",0,-21.75,-21.1,-22.08,65.93,65.54,13.03
"Keoma AGCM","2019/02/05 16:00:00",0,-21.69,-21.03,-21.75,65.59,64.75,12.33
"Keoma AGCM","2019/02/05 17:00:00",0,-23,-21.69,-23,69.24,65.56,13.64
"Keoma AGCM","2019/02/05 18:00:00",0,-25.35,-23,-25.35,73.65,72.54,9.95
"Keoma AGCM","2019/02/05 19:00:00",0,-27.48,-25.35,-27.48,75.9,74.97,7.557
"Keoma AGCM","2019/02/05 20:00:00",0,-27.43,-27.28,-28.08,76.01,76.16,2.18
"Keoma AGCM","2019/02/05 21:00:00",0,-28.55,-27.38,-28.55,75.34,75.59,2.235
"Keoma AGCM","2019/02/05 22:00:00",0,-29.08,-28.55,-29.24,75.13,75.43,1.97
"Keoma AGCM","2019/02/05 23:00:00",0,-29.54,-29,-30.15,75.14,74.7,2.186
"Keoma AGCM",2019/02/06,0,-29.38,-29.38,-29.96,74.98,74.64,2.749
"Keoma AGCM","2019/02/06 01:00:00",0,-27.57,-27.57,-29.38,76.54,75.79,2.287
"Keoma AGCM","2019/02/06 02:00:00",0,-26.68,-26.68,-27.57,76.91,76.76,3.847
"Keoma AGCM","2019/02/06 03:00:00",0,-26.75,-26.61,-26.81,76.86,76.74,5.627
"Keoma AGCM","2019/02/06 04:00:00",0,-26.18,-26.18,-26.75,76.73,76.72,7.288
"Keoma AGCM","2019/02/06 05:00:00",0,-26.35,-26.1,-26.37,75.75,75.94,8.11
"Keoma AGCM","2019/02/06 06:00:00",0,-26.57,-26.35,-26.66,76.51,75.97,5.26
"Keoma AGCM","2019/02/06 07:00:00",0,-26.97,-26.37,-26.97,76.15,76.3,5.029
"Keoma AGCM","2019/02/06 08:00:00",0,-28.22,-26.94,-28.22,75.14,75.91,6.698
"Keoma AGCM","2019/02/06 09:00:00",0,-27.97,-27.97,-28.6,75.1,75.33,5.267
"Keoma AGCM","2019/02/06 10:00:00",0,-24.29,-24.29,-27.97,72.66,74.26,7.348
"Keoma AGCM","2019/02/06 11:00:00",0,-22.27,-22.09,-24.29,69.74,70.76,9.94
"Keoma AGCM","2019/02/06 12:00:00",0,-20.91,-20.83,-22.27,66.27,66.77,11.02
"Keoma AGCM","2019/02/06 13:00:00",0,-19.82,-19.78,-21.04,65.29,66.27,12.26
"Keoma AGCM","2019/02/06 14:00:00",0,-19.04,-19.04,-20,64.55,65.15,13.65
"Keoma AGCM","2019/02/06 15:00:00",0,-18.54,-18.5,-19.1,65.42,64.62,13.2
"Keoma AGCM","2019/02/06 16:00:00",0,-18.58,-18.36,-18.65,64.84,64.29,12.86
"Keoma AGCM","2019/02/06 17:00:00",0,-20.04,-18.49,-20.04,67.6,65.16,10.21
"Keoma AGCM","2019/02/06 18:00:00",0,-24.21,-20.04,-24.21,75.34,71.37,7.065
"Keoma AGCM","2019/02/06 19:00:00",0,-26.34,-24.18,-26.36,77.9,76.56,5.816
"Keoma AGCM","2019/02/06 20:00:00",0,-26.61,-26.14,-27.05,77.72,77.88,4.464
"Keoma AGCM","2019/02/06 21:00:00",0,-27.58,-26.61,-27.58,76.51,77.21,5.524
"Keoma AGCM","2019/02/06 22:00:00",0,-27.66,-27.33,-27.92,77.06,76.81,4.889
"Keoma AGCM","2019/02/06 23:00:00",0,-28.04,-27.14,-28.21,76.47,76.55,4.509
"Keoma AGCM",2019/02/07,0,-27.71,-27.71,-28.16,77.06,76.44,5.837
"Keoma AGCM","2019/02/07 01:00:00",0,-28.25,-27.65,-28.4,76.21,76.36,7.449
"Keoma AGCM","2019/02/07 02:00:00",0,-28.83,-28.25,-28.83,75.33,75.65,6.685
"Keoma AGCM","2019/02/07 03:00:00",0,-28.45,-28.4,-28.94,75.98,75.71,6.66
"Keoma AGCM","2019/02/07 04:00:00",0,-28.31,-28.17,-28.54,75.88,75.88,7.302
"Keoma AGCM","2019/02/07 05:00:00",0,-28.79,-28.31,-29.35,75.62,75.17,6.113
"Keoma AGCM","2019/02/07 06:00:00",0,-27.77,-27.72,-28.81,75.8,76.08,8.3
"Keoma AGCM","2019/02/07 07:00:00",0,-28.15,-27.77,-28.26,75.37,75.59,6.552
"Keoma AGCM","2019/02/07 08:00:00",0,-27.28,-26.7,-28.19,75.94,76.15,7.377
"Keoma AGCM","2019/02/07 09:00:00",0,-25.05,-25.05,-27.28,77.9,76.84,10.98
"Keoma AGCM","2019/02/07 10:00:00",0,-22.44,-22.44,-25.05,78.32,78,12.96
"Keoma AGCM","2019/02/07 11:00:00",0,-20.24,-20.16,-22.44,72.65,75.1,15.75
"Keoma AGCM","2019/02/07 12:00:00",0,-19,-19,-20.24,68.82,69.33,16.37
"Keoma AGCM","2019/02/07 13:00:00",0,-17.55,-17.55,-19.15,69.96,69.81,14.32
"Keoma AGCM","2019/02/07 14:00:00",0,-16.09,-15.79,-17.56,67.78,68.19,13.12
"Keoma AGCM","2019/02/07 15:00:00",0,-14.4,-14.4,-16.17,63.67,65.36,12.92
"Keoma AGCM","2019/02/07 16:00:00",0,-14.66,-14.17,-14.66,65.55,64.61,12.55
"Keoma AGCM","2019/02/07 17:00:00",0,-17.6,-14.63,-17.6,72.14,68.19,8.23
"Keoma AGCM","2019/02/07 18:00:00",0,-19.09,-17.6,-19.09,76.15,75.53,11.08
"Keoma AGCM","2019/02/07 19:00:00",0,-18.97,-18.97,-19.18,78.37,77.45,10.79
"Keoma AGCM","2019/02/07 20:00:00",0,-18.51,-18.51,-18.97,79.43,78.85,8.35
"Keoma AGCM","2019/02/07 21:00:00",0,-18.58,-18.07,-18.58,80.8,80.1,6.161
"Keoma AGCM","2019/02/07 22:00:00",0,-18.98,-17.66,-18.98,80.9,80.9,8.29
"Keoma AGCM","2019/02/07 23:00:00",0,-20.14,-18.98,-20.35,81.8,81.4,12.7
"Keoma AGCM",2019/02/08,0,-19.11,-19.11,-20.2,82.7,82.1,10.65
"Keoma AGCM","2019/02/08 01:00:00",0,-18.34,-18.34,-19.11,83.2,82.9,5.66
"Keoma AGCM","2019/02/08 02:00:00",0.1,-18.91,-18.29,-18.91,83.2,83.2,5.488
"Keoma AGCM","2019/02/08 03:00:00",0.3,-19.46,-18.91,-19.56,83.2,82.9,4.5
"Keoma AGCM","2019/02/08 04:00:00",0.3,-18.34,-18.29,-19.46,84.2,84.3,13.29
"Keoma AGCM","2019/02/08 05:00:00",0.1,-18.59,-18.05,-18.63,83.1,83.7,15.52
"Keoma AGCM","2019/02/08 06:00:00",0.1,-18.64,-18.55,-18.68,81.1,83.1,16.82
"Keoma AGCM","2019/02/08 07:00:00",0.1,-19.22,-18.64,-19.22,80.3,80.9,17.04
"Keoma AGCM","2019/02/08 08:00:00",0.1,-19.5,-19.22,-19.5,83,81.8,11.03
"Keoma AGCM","2019/02/08 09:00:00",0.1,-18.83,-18.82,-19.55,80.8,82.2,11.86
"Keoma AGCM","2019/02/08 10:00:00",0,-18.49,-18.49,-18.83,79.77,80.5,13.95
"Keoma AGCM","2019/02/08 11:00:00",0,-18.21,-18.16,-18.49,78.16,77.37,20.27
"Keoma AGCM","2019/02/08 12:00:00",0,-18.93,-18.21,-18.93,75.97,76.82,20.62
"Keoma AGCM","2019/02/08 13:00:00",0,-18.94,-18.86,-19.27,74.06,74.65,21.65
"Keoma AGCM","2019/02/08 14:00:00",0,-19.34,-18.92,-19.44,73.92,73.91,20.31
"Keoma AGCM","2019/02/08 15:00:00",0,-19.73,-19.34,-19.75,73.12,73.78,20.02
"Keoma AGCM","2019/02/08 16:00:00",0,-20.06,-19.59,-20.06,75.36,75.24,19.08
